대여소번호,대여소명,전체 이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"5884","5884. GS강서타워",27758,15.16%,28.72%,18.29%
"573","573. 구의문주차장 앞",27707,21.30%,17.26%,24.64%
"574","574. 아차산역4번출구",27663,16.43%,15.75%,27.01%
"1455","1455. 상봉역 2번 출구",27597,6.78%,21.10%,25.18%
"5868","5868. 로프트시티오피스텔",27549,21.00%,14.44%,26.51%
"497","497.합정동주민센터 앞",27548,4.57%,21.10%,31.76%
"3548","3548.뚝섬역 6번출구",27519,15.98%,22.09%,23.03%
"2264","2264. 이수역 1번출구",27504,15.81%,19.59%,25.73%
"1851","1851. 가산디지털단지 9번출구 인근",27458,29.42%,26.17%,14.63%
"203","203. 국회의사당역 3번출구 옆",27427,26.52%,31.02%,10.32%
"4594","4594. 양평교 영등포대여소",27387,18.74%,18.68%,24.63%
"3936","3936. 힐스테이트 신도림역",27273,12.02%,16.50%,26.67%
"1328","1328. 월곡역 3번출구",27259,15.39%,21.65%,21.78%
"5865","5865.더리브오피스텔 앞",27238,30.11%,13.21%,25.08%
"1023","1023. 한국종합기술사옥 앞",27040,5.72%,41.95%,10.44%
"279","279. 영등포 푸르지오 아파트 B",26944,14.62%,16.54%,25.11%
"2340","2340. 삼호물산버스정류장(23370) 옆",26889,15.60%,23.26%,22.46%
"589","589. 성수역3번출구",26867,13.75%,22.13%,23.76%
"3513","3513. 상왕십리역 1번출구",26825,10.87%,21.55%,24.58%
"1904","1904. 도림천역 1번 출구 앞",26783,22.99%,13.46%,21.92%
"4026","4026. 상계주공1단지아파트",26767,26.07%,12.37%,26.87%
"4541","4541. 갈산문화예술센터",26756,25.65%,14.93%,24.54%
"2915","2915.서울과학기술대학교(어학교육원)",26750,10.73%,17.85%,19.17%
"3205","3205.문래현대2차",26729,23.29%,12.43%,28.70%
"4484","4484. 잠실나루역4번출구뒤",26660,19.20%,24.72%,23.88%
"1955","1955. 디지털입구 교차로",26631,6.51%,22.62%,24.52%
"540","540. 군자역 7번출구 베스트샵 앞",26528,12.18%,15.30%,25.96%
"229","229. 양평1 보행육교 앞",26527,7.31%,38.36%,19.78%
"825","825. 서빙고동 주민센터 앞",26519,6.46%,16.93%,38.97%
"3914","3914. 신도림쌍용플래티넘노블아파트 앞",26468,25.79%,13.73%,25.41%
"1912","1912. 한신휴아파트 앞",26443,21.26%,17.64%,24.33%
"5301","5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞)",26378,11.37%,17.38%,26.84%
"501","501. 광진문화예술회관 앞",26329,19.61%,12.10%,23.43%
"1120","1120. 대림경동아파트앞",26199,26.30%,12.55%,24.72%
"3758","3758. 서울남부출입국관리소",26195,23.47%,13.96%,19.55%
"1169","1169. 염창역 1번 출구",26184,11.66%,26.89%,23.84%
"474","474.동대문역사문화공원역 1번출구 뒤편",26164,7.45%,22.58%,24.85%
"287","287. 영등포전화국사거리 (서강어린이공원)",26074,19.89%,16.00%,26.07%
"1657","1657. 노원구청",26055,5.29%,32.60%,16.09%
"576","576. 광나루역 3번 출구",26032,12.54%,16.35%,28.68%
"106","106. 합정역 7번출구 앞",25910,4.89%,19.24%,36.34%
"1135","1135. 강서구의회",25868,24.58%,12.92%,23.36%
"1957","1957. 구일고등학교 정문",25828,30.73%,10.85%,21.14%
"362","362. 청계8가사거리 A",25792,20.73%,13.85%,28.92%
"4798","4798. 황학동롯데캐슬",25790,11.30%,18.77%,26.47%
"1452","1452. 겸재교 진입부",25767,12.45%,14.25%,30.59%
"615","615. 용두동 래미안허브리츠아파트 앞",25735,14.64%,18.02%,25.30%
"500","500. 어린이대공원역 3번출구 앞",25711,11.56%,18.05%,24.76%
"549","549. 아차산역 3번출구",25681,13.58%,17.63%,27.69%
"1291","1291. 서울체육고등학교 앞",25600,5.13%,25.99%,14.45%
"663","663. 외대앞역 3번출구",25599,11.07%,20.32%,24.92%
"870","870.노들섬 서측 앞",25568,1.30%,20.08%,43.22%
"1048","1048. 둔촌어린이공원",25500,19.38%,14.47%,26.04%
"498","498.연남동주민센터 앞",25464,13.31%,18.97%,25.15%
"3782","3782. 겸재정선미술관",25397,25.53%,18.85%,22.37%
"267","267. 삼성화재 사옥 옆",25339,11.58%,21.05%,24.14%
"146","146. 마포역 2번출구 뒤",25262,11.59%,21.38%,27.19%
"1381","1381.석계역 4번출구 뒤",25257,9.77%,19.34%,27.61%
"5886","5886.신풍역 2번출구",25241,10.44%,19.14%,25.74%
"393","393. 동대문역 8번 출구",25228,7.80%,18.02%,17.37%
"1996","1996. 구일역 1번 출입구 앞",25188,15.97%,18.50%,29.72%
"2702","2702. 마곡 엠밸리2단지",25177,28.99%,12.28%,21.59%
"224","224. 롯데캐슬 앞",25168,10.59%,22.92%,23.01%
"4041","4041. 공릉역3번출구",25108,8.22%,18.57%,26.12%
"1448","1448. 코스트코 상봉점",25103,7.07%,15.73%,29.54%
"4600","4600. 서울 영등포구 우체국",25100,19.78%,19.49%,17.85%
"4013","4013. 중계 롯데마트",25086,12.74%,14.65%,26.58%
"153","153. 성산2교 사거리",25043,16.74%,17.75%,25.18%
"227","227. 양평1나들목 보행통로 입구",25027,12.03%,14.64%,37.34%
"1195","1195. 코오롱One&Only타워",25022,3.61%,47.79%,6.30%
"1132","1132. 등촌역 7번출구",24986,20.56%,15.48%,22.53%
"4575","4575. 대림동 e편한세상영등포아델포레",24975,18.13%,14.09%,24.32%
"1503","1503. 강북구청사거리(수유역 8번출구)",24948,6.07%,20.25%,26.45%
"1716","1716. 창동역 1번출구 건너편",24886,7.35%,24.36%,26.31%
"342","342. 대학로 마로니에공원",24850,13.40%,20.36%,25.61%
"1643","1643. 태릉입구역 8번출구",24810,6.62%,20.87%,28.28%
"2255","2255. 양재시민의숲역 1번출구",24789,23.38%,22.89%,20.42%
"1076","1076. 천동초교입구사거리 버스정류장(십자성마을 방면)",24714,15.52%,16.24%,27.81%
"2746","2746.수명산파크 4단지 411동 앞",24711,31.77%,10.41%,22.78%
"956","956. 응암시장교차로",24670,22.62%,13.42%,24.93%
"421","421. 마포구청 앞",24668,15.24%,18.94%,19.79%
"3757","3757. 신방화역 6번출구",24652,13.64%,23.27%,25.09%
"1901","1901. 신도림동주민센터 앞",24615,21.64%,16.86%,23.02%
"505","505. 자양사거리 광진아크로텔 앞",24600,8.82%,17.48%,26.28%
"1636","1636. 상계주공2단지 버스정류장 옆",24558,12.15%,19.35%,23.66%
"1215","1215. 올림픽공원역 1번출구 앞",24511,11.14%,20.13%,25.76%
"905","905. 구파발역 2번출구",24509,5.98%,23.36%,28.77%
"3671","3671. 둔촌동역교차로",24502,13.52%,17.44%,25.37%
"1531","1531. 미아사거리 1번 출구",24478,6.75%,18.38%,27.19%
"588","588. 뚝섬 유원지역",24470,6.78%,19.19%,31.41%
"2741","2741.마곡수명산파크5-6단지",24452,26.11%,11.41%,22.00%
"3794","3794. 안양천합수부(현대3차아파트)",24446,20.50%,12.08%,32.02%
"4598","4598. 오목교 동측 지하보도",24418,18.83%,17.32%,26.37%
"3966","3966. 독산역1번출구 B",24382,34.79%,22.60%,13.03%
"3756","3756. 마곡힐스테이트 정문",24352,29.12%,12.32%,25.19%
"2618","2618. 삼전역 1번출구",24351,15.97%,17.80%,25.83%
"1988","1988. 고척LIGA아파트 앞",24321,27.72%,12.99%,24.31%
"5881","5881. 세계청소년NGO교육문화원",24304,18.21%,17.56%,24.97%
"3214","3214.영등포 푸르지오 아파트 A",24260,30.36%,11.13%,25.04%
"1177","1177. 수명중?고교",24259,32.19%,10.81%,17.63%
"643","643. 동대문구민체육센터 (육교아래)",24254,25.36%,11.75%,25.63%
"6183","6183.K스퀘어 마곡",24228,11.46%,29.94%,20.67%
"1197","1197. 엠펠리체 호텔 건너편",24163,8.03%,23.48%,24.10%
"2619","2619. 석촌고분역 4번출구",24098,16.34%,15.78%,27.40%
"1338","1338. 용문2교 옆",24088,14.83%,15.04%,25.11%
"1610","1610. 화랑대역 2번출구 앞",24088,12.84%,16.24%,28.18%
"3759","3759. 이대서울병원",24051,7.10%,26.84%,15.79%
"829","829. 한강대교 북단 교차로",23975,8.96%,18.50%,35.46%
"244","244. 영등포삼환아파트 앞",23949,15.71%,16.39%,26.29%
"4377","4377. 우영테크노센터 앞",23913,2.86%,36.62%,20.75%
"1442","1442. 중랑구청 중화동 별관 앞",23884,12.20%,17.44%,23.35%
"2335","2335. 3호선 매봉역 3번출구앞",23871,20.14%,23.67%,20.80%
"4383","4383. 푸조비즈타워 앞",23866,14.64%,40.19%,10.87%
"642","642. 신답역 사거리",23848,24.59%,17.84%,22.51%
"634","634. 외국어대 정문 앞",23775,9.52%,15.99%,25.11%
"702","702. 목4동주민센터 옆",23750,22.93%,13.56%,23.07%
"3692","3692. 둔촌오륜역 1번 출구",23735,19.96%,15.91%,26.29%
"5066","5066. 아망떼마곡전시장",23696,5.26%,41.20%,13.10%
"626","626. 군자교 서측 녹지대",23664,16.65%,20.77%,25.20%
"4559","4559. 신길역 2번출구",23568,18.39%,21.38%,25.29%
"4537","4537. 서울남부지방검찰청 후문",23564,23.23%,17.12%,19.20%
"1686","1686. 상계주공10단지 종합상가 앞",23543,10.81%,14.51%,27.88%
"1744","1744.도봉소방서 옆",23531,5.51%,20.72%,28.23%
"2050","2050. 노량진역 5번출구",23492,9.51%,15.93%,26.65%
"3416","3416.동묘앞역 6번출구",23423,10.90%,13.17%,22.70%
"1168","1168. 마곡엠밸리10단지 앞",23417,23.47%,13.60%,21.65%
"912","912. 응암오거리",23391,17.79%,15.56%,26.45%
"1090","1090.상일동역 2번출구 앞",23384,16.19%,24.63%,20.88%
"3882","3882. 자양2동 주민센터",23382,28.52%,13.21%,25.25%
"2630","2630.서울방이동 고분군",23355,12.60%,17.50%,25.99%
"3934","3934. 철도교통관제센터 정문 앞",23348,28.86%,35.30%,23.77%
"3586","3586.군자역 비채온 오피스텔",23325,15.46%,16.30%,27.14%
"2025","2025. 흑석역 1번출구",23316,9.74%,20.07%,29.55%
"2724","2724.(재)FITI시험연구원",23311,35.19%,24.70%,11.80%
"316","316. 종각역 1번출구 앞",23243,18.90%,22.36%,14.60%
"4399","4399. 더리브 세종타워 앞",23217,10.19%,28.29%,23.47%
"4856","4856. 올림픽공원 서1문 앞",23211,11.59%,23.25%,26.47%
"1126","1126. 우장산역 1번출구옆(우장산아이파크105동앞)",23199,7.28%,19.03%,27.22%
"3549","3549.건영아파트 앞",23181,27.53%,14.37%,24.35%
"723","723. SBS방송국",23146,9.87%,30.47%,18.85%
"2729","2729.넥센 유니버시티 앞",23110,8.12%,36.82%,14.24%
"1002","1002. 해공공원(천호동)",23082,18.92%,12.08%,28.84%
"473","473.을지로4가역 9번출구",23066,19.80%,21.87%,17.22%
"3905","3905. 희훈타워빌 앞",23062,19.34%,14.57%,24.33%
"551","551. 구의삼성쉐르빌 앞",23039,13.66%,15.35%,26.08%
"1028","1028. 포레스 주상복합 빌딩",23016,15.15%,16.36%,25.20%
"1414","1414. 사가정역 2번출구",23009,9.63%,21.80%,25.00%
"1246","1246. 문정 법조단지10",22990,12.73%,30.36%,21.33%
"1956","1956. 동아1차APT105동 버스정류장(신도림중학교 방면)",22959,26.18%,17.07%,21.93%
"3864","3864. 광진소방서 앞",22952,25.91%,15.76%,22.90%
"2613","2613. 잠실나들목",22950,9.83%,12.94%,39.22%
"593","593.자양중앙나들목",22936,21.85%,12.05%,32.30%
"1269","1269. 리센츠아파트",22859,12.42%,15.75%,28.92%
"1185","1185. 등촌9단지",22847,23.03%,16.76%,21.35%
"414","414. 상암동주민센터 옆",22818,11.78%,21.19%,21.86%
"4036","4036. 하계역 6번출구",22811,11.54%,24.36%,23.21%
"913","913. 이마트 버스정류장(서부경찰서 방면)",22761,7.13%,19.95%,26.97%
"1720","1720. 도봉구청 옆(중랑천변)",22747,10.25%,21.19%,27.41%
"2913","2913.상계8동 주민센터",22735,21.88%,14.34%,26.98%
"398","398. 을지로3가역 3번출구",22720,9.69%,25.86%,21.94%
"370","370. 시청역(2호선) 9번출구 뒤",22712,12.92%,28.57%,11.63%
"409","409. 누리꿈스퀘어 옆",22632,4.15%,41.87%,13.94%
"5057","5057. 마곡역4번출구",22623,6.40%,27.60%,20.75%
"5055","5055. 마곡역5번출구앞",22606,11.44%,27.68%,20.44%
"1619","1619. 중계동 하나프라자빌딩 앞(중1-1)",22546,6.08%,17.14%,30.30%
"222","222. 시범아파트버스정류장 옆",22529,16.00%,23.17%,18.83%
"1462","1462.동부시장 북문 앞",22493,6.87%,18.75%,28.90%
"1221","1221. 삼전역 4번출구",22465,17.13%,15.54%,27.26%
"264","264. 교보생명보험 앞",22451,16.00%,22.97%,20.74%
"1075","1075.천동초교 삼거리",22446,25.86%,13.01%,24.25%
"2713","2713.우장초등학교 앞",22432,35.71%,10.69%,22.91%
"4141","4141. 우리은행장안지점 앞",22420,13.64%,17.33%,23.69%
"4332","4332. 이수교차로",22310,6.58%,15.87%,35.58%
"4884","4884. H비즈니스파크",22296,6.03%,38.41%,15.64%
"3785","3785. 마곡14단지 1408동앞",22278,24.39%,12.26%,22.75%
"1072","1072.고덕역 5번출구",22238,7.86%,20.61%,28.57%
"546","546. 잠실대교북단 교차로",22226,14.68%,14.94%,27.04%
"433","433. 을지로입구역 2번출구",22220,20.00%,24.09%,16.60%
"5065","5065. 허준박물관삼거리",22157,23.38%,14.92%,22.73%
"4398","4398. 유원지식산업센터 앞",22137,9.44%,24.68%,24.08%
"2801","2801. 대륭포스트타워1차",22097,2.21%,51.06%,11.67%
"1458","1458. 상봉터미널2",22080,23.78%,13.17%,24.70%
"559","559. 왕십리역 4번 출구 건너편",22022,6.87%,21.22%,26.99%
"4007","4007. 노원 을지대학교 병원",21990,10.40%,20.97%,20.92%
"1535","1535. 효성인텔리안 앞",21962,8.51%,17.86%,26.88%
"3501","3501. K&S빌딩 앞",21941,16.52%,14.19%,25.50%
"590","590. 건국대학교 (입학정보관)",21907,15.96%,14.16%,13.66%
"363","363. 신설동역 11번출구 뒤",21869,15.65%,15.39%,25.34%
"4796","4796. 서울시청",21857,13.31%,25.55%,16.75%
"133","133. 해담는다리",21843,15.94%,15.77%,28.38%
"3559","3559.성동구민종합체육센터 앞",21828,8.31%,21.96%,30.80%
"4136","4136. 롯데캐슬SKY-L65 D동 앞",21816,19.77%,15.27%,26.17%
"1667","1667. 중계중학교",21781,14.88%,13.66%,25.08%
"749","749. 이대목동병원보도육교",21750,7.92%,26.66%,19.89%
"4218","4218. 디지털매직스페이스",21750,7.89%,30.12%,20.08%
"5859","5859. 여의도 삼부아파트",21748,12.61%,22.25%,27.49%
"633","633. 청량리 기업은행 앞",21744,11.19%,17.84%,28.48%
"582","582. 경일중학교 앞",21732,16.21%,21.88%,21.36%
"3421","3421.혜화역 1번출구",21698,9.68%,16.90%,24.56%
"5853","5853. 여의도역2번출구 앞",21694,18.65%,33.83%,12.91%
"5086","5086. 가양테크노타운",21677,6.31%,24.42%,28.09%
"131","131. 증산2교",21635,14.01%,16.90%,29.83%
"641","641. 용두역 4번출구",21628,10.44%,19.53%,27.39%
"816","816. 신용산역 6번출구 앞",21603,13.07%,22.14%,26.38%
"3894","3894. 노룬산시장 앞",21602,20.18%,16.50%,25.54%
"5089","5089. LG사이언스파크 E10동",21585,5.26%,45.34%,4.11%
"4131","4131. 베네스트 오피스텔 앞",21557,22.09%,15.57%,24.15%
"539","539. 군자교교차로",21546,11.46%,16.08%,28.65%
"1737","1737. 신창시장",21538,15.69%,15.13%,25.89%
"1683","1683. 노원문화예술회관",21535,19.71%,13.37%,24.58%
"225","225. 앙카라공원 앞",21527,20.93%,21.48%,20.35%
"3566","3566.우성4차아파트",21500,26.45%,12.52%,25.96%
"911","911. 은평평화공원(역촌역4번출구)",21498,15.22%,17.33%,25.39%
"1933","1933. 개봉푸르지오아파트 상가",21481,24.24%,13.72%,24.57%
"130","130. 신촌역(2호선) 7번출구 앞",21474,6.40%,21.64%,27.55%
"1661","1661. 당현천근린공원",21453,16.94%,15.55%,23.48%
"1977","1977. 천왕역 1번 출입구 앞",21428,15.06%,22.76%,21.99%
"1697","1697.상계주공2단지 219동",21402,18.97%,12.50%,27.08%
"4497","4497. 아시아선수촌아파트 교차로",21392,26.53%,17.20%,24.32%
"4353","4353. 코오롱디지털타워 3차앞",21360,8.90%,30.47%,17.98%
"258","258. 신길역3번출구",21326,33.31%,17.09%,21.89%
"194","194. 증산교 앞",21318,10.73%,22.03%,28.29%
"2908","2908. 광운대학교 중앙도서관",21318,7.45%,17.72%,22.25%
"2015","2015. 신대방삼거리역 6번출구쪽",21314,18.32%,12.22%,26.99%
"1172","1172. 가양3동 주민센터",21301,18.13%,19.82%,22.60%
"1438","1438. 홈플러스 신내점 앞",21298,13.95%,20.76%,23.98%
"3886","3886.광진구 민방위교육센터",21242,24.08%,12.65%,27.79%
"1337","1337. 돈암성당 옆",21240,6.46%,13.47%,33.24%
"4566","4566. 대림성원상떼빌아파트",21221,24.70%,14.86%,23.40%
"5099","5099. LG사이언스파크 E7동",21199,3.72%,53.41%,5.03%
"1416","1416. 상봉역 3번출구",21180,12.22%,19.85%,25.50%
"516","516. 광진메디칼 앞",21142,22.82%,15.85%,23.64%
"2306","2306. 압구정역 2번 출구 옆",21115,12.16%,23.68%,23.61%
"1174","1174. 강서구청사거리(부민병원)",21059,29.50%,12.94%,19.16%
"237","237. 보라매 두산위브 건너편",21058,22.21%,17.46%,23.56%
"3201","3201.당산skv1센터",21058,15.61%,23.55%,18.20%
"1762","1762.북한산 한신휴플러스APT앞",21031,21.27%,12.41%,25.75%
"1021","1021. 강일동 리슈빌 빌딩앞",20989,22.63%,13.43%,20.73%
"2140","2140. 신림1교 교차로",20962,17.62%,13.02%,28.78%
"1333","1333. 석관초등학교 앞",20958,11.67%,18.30%,23.02%
"4532","4532. 목동현대아파트 후문 앞",20955,15.18%,13.07%,27.71%
"4557","4557. 리버뷰신안인스빌2차 후문",20936,17.13%,13.96%,27.44%
"179","179. 가좌역 4번출구 앞",20929,26.32%,20.93%,19.97%
"1446","1446. 중랑전화국 교차로",20905,18.38%,15.42%,23.22%
"2731","2731.명덕고교",20881,24.67%,14.86%,18.11%
"561","561. 서울숲역 2번출구 앞",20880,18.32%,21.18%,21.60%
"2531","2531.멤피스아파트 앞",20875,16.49%,22.13%,21.92%
"1259","1259. 방이역 1번출구",20861,11.31%,17.82%,26.83%
"4765","4765. 동대문디자인플라자",20851,5.36%,22.24%,26.05%
"613","613. 신설동역 10번출구 앞",20827,16.06%,19.78%,22.20%
"4182","4182.보라매병원역 2번출구",20792,9.09%,24.30%,24.39%
"701","701. 목동사거리 부근",20756,21.46%,13.30%,25.51%
"624","624. 전농동 동아아파트 앞",20736,29.83%,10.12%,23.27%
"1278","1278. 송파구청 교차로",20702,12.07%,23.65%,26.75%
"3700","3700. 강변그대가리버뷰 입구 맞은편",20702,22.04%,10.04%,35.04%
"3767","3767. 대원빌딩",20673,26.64%,13.29%,25.22%
"5851","5851. 도림천 건널목 위",20653,20.38%,12.65%,26.19%
"1201","1201. 가락시장역 3번 출구",20652,15.21%,22.03%,18.88%
"1022","1022. 길동 사거리(초소앞)",20648,16.72%,17.94%,23.13%
"5053","5053. 신마곡벽산블루밍메트로오피스텔앞",20643,22.54%,15.41%,23.70%
"4938","4938.LH수서2단지 201동 앞",20632,31.50%,11.63%,25.46%
"1512","1512. 강북중학교 앞",20628,15.59%,14.68%,29.57%
"176","176. 명지대학교 도서관",20627,15.15%,12.82%,25.38%
"1080","1080.천호지하주차장 5번 출입구",20552,13.49%,15.92%,26.25%
"3215","3215.강변삼성래미안",20525,31.84%,10.84%,24.63%
"3865","3865. 이튼타워리버 2차",20496,12.86%,14.38%,26.21%
"1689","1689. 마들역 3번출구",20446,12.53%,17.39%,25.34%
"3796","3796. 송정역 3번출구 앞",20424,22.17%,19.13%,23.12%
"1975","1975. 대림역 1번 출입구 밑",20420,16.08%,20.38%,24.16%
"3919","3919. 구로역·NC신구로점 버스정류장(구로역 방면)",20414,9.33%,17.70%,27.86%
"2222","2222.사당역 12번출구 뒤",20410,13.43%,18.44%,24.68%
"2348","2348. 포스코사거리(기업은행)",20409,7.19%,44.86%,10.46%
"3517","3517. 용마사거리",20390,17.14%,17.02%,25.34%
"1081","1081.트레빌빌딩",20366,12.07%,16.72%,27.25%
"1224","1224. 아시아지하보도 2번 출구",20358,12.73%,17.87%,28.02%
"3778","3778. 김포공항입구 교차로",20331,9.90%,16.12%,29.74%
"2274","2274. 양재시민의숲역 3번출구",20330,19.95%,25.20%,18.67%
"1321","1321. 국민은행 종암동지점 앞",20310,13.62%,15.46%,25.24%
"2647","2647.잠실 자전거 수리센터 앞",20299,15.59%,24.46%,24.17%
"4693","4693. 수색감리교회",20285,20.10%,12.54%,27.60%
"4852","4852. 서울복합물류 게이트 1",20260,11.24%,25.99%,20.86%
"1958","1958. 강서수도사업소민원센터",20189,19.09%,17.95%,22.82%
"2032","2032. 이수역 11번출구쪽",20173,11.12%,19.95%,25.66%
"205","205. 산업은행 앞",20165,5.93%,34.28%,27.35%
"4685","4685. DMC역 5번 출구(수색역 방향)",20161,10.38%,20.44%,28.01%
"3774","3774. 마곡9단지 910동 상가앞",20158,27.55%,13.64%,23.44%
"4244","4244. 당인리발전소 공원 앞",20121,7.41%,19.14%,31.92%
"123","123. 문화촌 공원",20119,20.78%,11.47%,29.42%
"368","368. SK 서린빌딩 앞",20101,4.99%,38.17%,17.34%
"1033","1033. 고덕동 아남아파트",20081,26.35%,10.55%,24.25%
"2000","2000. 신도림4차 e편한세상 아파트 1109동 앞",20073,13.23%,15.58%,27.86%
"577","577. 광진청소년수련관",20060,10.24%,15.95%,29.94%
"933","933. 역촌종합시장 버스정류장(예일여고 방면)",20045,13.63%,16.46%,26.40%
"1121","1121. 가양레포츠센터 앞",20015,9.67%,18.93%,28.80%
"3754","3754. 신방화역 8번출구",19980,16.43%,15.45%,25.08%
"4065","4065. 창동역 1번출구 앞",19938,11.06%,25.14%,23.78%
"2228","2228.뒷벌공원 옆",19876,20.18%,19.23%,23.49%
