대여소번호,대여소명,전체 이용건수,평일 출근시간 이용건수(7-9시),평일출근비중(%),평일 퇴근시간 이용건수(17-19시),평일퇴근비중(%),주말 이용건수,주말이용비중(%)
"1967","1967. 참새공원(백곡경노당)",5484,1136,20.71%,580,10.58%,1393,25.40%
"4144","4144.시립대학교 박물관 앞",5480,292,5.33%,1235,22.54%,900,16.42%
"1634","1634. 당고개공원 대여소",5478,864,15.77%,722,13.18%,1560,28.48%
"1343","1343. 한성대7번출구 앞",5465,513,9.39%,685,12.53%,1606,29.39%
"364","364. 창신역 1번출구 앞",5461,1094,20.03%,495,9.06%,1397,25.58%
"2083","2083.흑석롯데캐슬에듀포레(107동)",5455,1117,20.48%,682,12.50%,1484,27.20%
"4930","4930. 학여울역 1번출구",5452,1429,26.21%,960,17.61%,1384,25.39%
"2520","2520.서초1교 (진흥아파트 방면)",5451,778,14.27%,1015,18.62%,1293,23.72%
"2364","2364. 도산공원교차로",5448,460,8.44%,1461,26.82%,1154,21.18%
"3310","3310.영락고등학교",5434,960,17.67%,644,11.85%,1419,26.11%
"4762","4762. 국제빌딩",5425,778,14.34%,1240,22.86%,785,14.47%
"2127","2127. 난곡종점",5418,886,16.35%,508,9.38%,1436,26.50%
"192","192. 연서어린이공원",5408,1540,28.48%,819,15.14%,1260,23.30%
"4684","4684. 응암2동주민센터 버스정류장(영락중학교 방면)",5398,1232,22.82%,501,9.28%,1250,23.16%
"4280","4280.북가좌2동 주민센터",5397,1139,21.10%,722,13.38%,1516,28.09%
"3799","3799. 국립항공박물관",5395,581,10.77%,2001,37.09%,1045,19.37%
"1547","1547. 꿈의숲 롯데캐슬",5394,1232,22.84%,679,12.59%,1492,27.66%
"1539","1539. 4.19민주묘지역",5385,341,6.33%,939,17.44%,1626,30.19%
"446","446. 상명대입구",5379,503,9.35%,934,17.36%,1572,29.22%
"3602","3602. 한국지역난방공사강남지사",5333,1209,22.67%,1762,33.04%,574,10.76%
"1509","1509. 서울북부수도사업소",5330,495,9.29%,809,15.18%,1204,22.59%
"1285","1285. 위례별 유치원 뒤",5328,1459,27.38%,768,14.41%,1352,25.38%
"4840","4840. 서울시 북부병원 앞",5321,683,12.84%,722,13.57%,1061,19.94%
"4033","4033. 녹천역 4번 출구 옆",5315,577,10.86%,985,18.53%,1465,27.56%
"1725","1725. 창1동주민센터",5313,1252,23.56%,477,8.98%,1204,22.66%
"2617","2617. 가락삼환아파트 앞",5311,856,16.12%,847,15.95%,1357,25.55%
"4475","4475. 송파파인타운 4단지 403동",5302,1289,24.31%,693,13.07%,1363,25.71%
"141","141. 연대 대운동장 옆",5300,385,7.26%,1157,21.83%,1142,21.55%
"2380","2380. 봉은사로68길 북측",5294,776,14.66%,817,15.43%,1197,22.61%
"467","467.한국은행",5291,161,3.04%,2125,40.16%,881,16.65%
"2616","2616. 거여동 사거리",5290,912,17.24%,734,13.88%,1249,23.61%
"4017","4017. 월계 청백1단지 아파트 정류장",5276,949,17.99%,644,12.21%,1587,30.08%
"3958","3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편",5275,1258,23.85%,907,17.19%,1151,21.82%
"6189","6189.데시앙플렉스 지식산업센터",5266,558,10.60%,1434,27.23%,951,18.06%
"384","384. 중림동삼거리",5250,1687,32.13%,681,12.97%,1282,24.42%
"2190","2190.도원맨션",5245,447,8.52%,1019,19.43%,1510,28.79%
"2027","2027. 중앙대학교 정문 1",5230,303,5.79%,1133,21.66%,1281,24.49%
"468","468.웨스틴 조선호텔",5215,457,8.76%,1487,28.51%,932,17.87%
"5783","5783.성내5교 2",5201,610,11.73%,933,17.94%,1749,33.63%
"4396","4396. 마장축산물시장 서문 인근",5187,882,17.00%,727,14.02%,1130,21.79%
"3820","3820. 은천삼거리",5182,585,11.29%,767,14.80%,1387,26.77%
"2510","2510. JW타워",5167,1144,22.14%,1145,22.16%,872,16.88%
"1258","1258. 가락미륭아파트 앞",5166,750,14.52%,817,15.81%,1449,28.05%
"4097","4097.숭미파출소 사거리",5161,1135,21.99%,741,14.36%,1209,23.43%
"664","664. 서울시립대 건설공학관",5160,314,6.09%,1021,19.79%,1092,21.16%
"964","964. 북한산힐스테이트 7차아파트",5158,906,17.56%,726,14.08%,1428,27.69%
"1660","1660. 서울시립과학관",5158,619,12.00%,764,14.81%,1302,25.24%
"4703","4703. 쌍용아파트2단지 정문",5154,833,16.16%,738,14.32%,1481,28.73%
"4581","4581. 국회소통관",5146,648,12.59%,1188,23.09%,761,14.79%
"4278","4278. 홍은2동주민센터",5116,1304,25.49%,877,17.14%,907,17.73%
"4815","4815. 중랑데시앙플렉스 앞",5110,857,16.77%,1773,34.70%,709,13.87%
"1349","1349. 월계2교 버스정류장 앞",5109,874,17.11%,677,13.25%,1398,27.36%
"1515","1515. 송천동 주민센터",5084,770,15.15%,692,13.61%,1260,24.78%
"1279","1279. 마천금호어울림 1차아파트 건너편",5076,966,19.03%,949,18.70%,1280,25.22%
"424","424. 롯데하이마트 (상암월드컵점)",5067,421,8.31%,1037,20.47%,1360,26.84%
"198","198. 충정2교",5049,1150,22.78%,1008,19.96%,986,19.53%
"4941","4941.압구정로 11길",5034,298,5.92%,937,18.61%,1858,36.91%
"1510","1510. 번동주공5단지 관리사무소 앞",5029,825,16.40%,979,19.47%,1214,24.14%
"494","494.신수동주민센터",5013,1237,24.68%,514,10.25%,1084,21.62%
"1479","1479.면목 홈플러스 2",5013,353,7.04%,893,17.81%,1456,29.04%
"3521","3521. 현대홈타운 뒷길",5012,943,18.81%,629,12.55%,1456,29.05%
"2357","2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)",4991,774,15.51%,1253,25.11%,853,17.09%
"2907","2907. 월계중학교",4979,1196,24.02%,619,12.43%,850,17.07%
"1574","1574.송중초등학교 옆",4974,541,10.88%,774,15.56%,1260,25.33%
"3653","3653. 강동리버스트4단지아파트 404동 앞",4972,1637,32.92%,516,10.38%,1121,22.55%
"1358","1358. 정릉도서관 앞",4971,636,12.79%,798,16.05%,1223,24.60%
"2356","2356. 강남구청",4970,630,12.68%,931,18.73%,1080,21.73%
"959","959. 구파발10단지 인근",4955,362,7.31%,689,13.91%,1586,32.01%
"6172","6172. 가양5단지아파트",4940,1392,28.18%,637,12.89%,965,19.53%
"4315","4315. 이투스교육 앞",4938,421,8.53%,1559,31.57%,981,19.87%
"1774","1774.정의여중고 버스정류소",4933,899,18.22%,794,16.10%,1302,26.39%
"2548","2548.반포1동 자율방범초소 옆",4931,934,18.94%,844,17.12%,1271,25.78%
"489","489.구룡근린공원",4925,983,19.96%,818,16.61%,1223,24.83%
"1161","1161. 강서면허시험장 앞",4925,376,7.63%,894,18.15%,813,16.51%
"491","491.월드컵파크 4단지",4923,481,9.77%,1254,25.47%,1230,24.98%
"995","995.은평다목적체육관",4922,963,19.57%,614,12.47%,1123,22.82%
"1652","1652. 파르코 앞",4909,473,9.64%,1081,22.02%,1315,26.79%
"741","741. 화곡로 입구 교차로",4901,602,12.28%,953,19.45%,1080,22.04%
"3611","3611. 방죽마을 입구",4890,1041,21.29%,764,15.62%,1065,21.78%
"4642","4642. 용산더프라임아파트 101동 앞",4882,847,17.35%,885,18.13%,1299,26.61%
"1714","1714. 도봉문화정보도서관 삼거리",4859,569,11.71%,981,20.19%,1309,26.94%
"3402","3402.이화공영주차장",4847,1181,24.37%,810,16.71%,880,18.16%
"2258","2258.구룡사 삼거리",4838,896,18.52%,1047,21.64%,1183,24.45%
"1571","1571.북서울 꿈의 숲 입구",4833,1087,22.49%,610,12.62%,1224,25.33%
"927","927. 연신내역 3번출구 인근",4822,454,9.42%,748,15.51%,1248,25.88%
"3802","3802. 관악구민체육센터",4810,1539,32.00%,471,9.79%,811,16.86%
"2024","2024. 상도역 1번출구",4804,754,15.70%,754,15.70%,1273,26.50%
"2545","2545.국립중앙도서관(국제회의장옆)",4800,142,2.96%,1456,30.33%,1074,22.38%
"6063","6063.NH농협은행(신당역6번출구)",4793,347,7.24%,795,16.59%,1199,25.02%
"1757","1757.솔밭공원역 1번출구 앞",4788,440,9.19%,735,15.35%,1393,29.09%
"5780","5780. 송파세무서",4786,414,8.65%,1608,33.60%,670,14.00%
"1992","1992. 구로구배드민턴실내체육관 앞",4784,531,11.10%,620,12.96%,975,20.38%
"2128","2128. 관악구청교차로",4770,520,10.90%,735,15.41%,1211,25.39%
"2818","2818.천왕이펜하우스3단지 앞",4750,1245,26.21%,535,11.26%,974,20.51%
"4761","4761. 중부경찰서앞사거리 건너편",4748,578,12.17%,1357,28.58%,945,19.90%
"5763","5763. 세륜초등학교 건너편",4745,447,9.42%,797,16.80%,1400,29.50%
"802","802. 한강진역 2번 출구 앞",4738,684,14.44%,898,18.95%,1253,26.45%
"4148","4148.동대문구 장안동 씨젠의료재단",4738,477,10.07%,825,17.41%,1245,26.28%
"4627","4627. 효창공원앞역 5번출구 옆",4736,1083,22.87%,835,17.63%,1093,23.08%
"3419","3419.국립어린이과학관",4723,706,14.95%,902,19.10%,1141,24.16%
"4924","4924.논현동가구거리",4720,810,17.16%,1115,23.62%,804,17.03%
"3649","3649. 구룡역 5번 출구",4715,1343,28.48%,1171,24.84%,824,17.48%
"2186","2186. 낙성대입구삼거리",4695,504,10.73%,718,15.29%,1326,28.24%
"3967","3967. 혜명양로원 담장 옆(2)",4681,924,19.74%,753,16.09%,854,18.24%
"4086","4086. 도봉로 534",4678,1004,21.46%,489,10.45%,1040,22.23%
"2283","2283. 그룹한빌딩옆",4668,608,13.02%,998,21.38%,1085,23.24%
"3917","3917. 성공회대학교",4662,490,10.51%,844,18.10%,902,19.35%
"671","671.대광빌딩",4653,452,9.71%,785,16.87%,1264,27.17%
"4885","4885. 가든파이브 리빙관",4652,455,9.78%,1176,25.28%,1155,24.83%
"1868","1868.우리은행 시흥남자동화점 앞",4627,1019,22.02%,549,11.87%,1160,25.07%
"137","137. 신촌기차역입구 교차로",4603,228,4.95%,974,21.16%,1364,29.63%
"2825","2825.초롱타운 앞",4602,1204,26.16%,539,11.71%,988,21.47%
"1853","1853. 청년취업사관학교앞",4593,1804,39.28%,530,11.54%,913,19.88%
"2815","2815.항동지구 7단지 정문",4579,470,10.26%,772,16.86%,1117,24.39%
"2062","2062. 사당새마을금고",4577,1072,23.42%,577,12.61%,1209,26.41%
"4665","4665. 응암역3번 출구(서부경찰서 방면)",4572,389,8.51%,743,16.25%,1377,30.12%
"425","425. DMC첨단산업센터",4566,833,18.24%,1212,26.54%,531,11.63%
"4875","4875. 위례포레샤인13단지",4566,980,21.46%,630,13.80%,1181,25.87%
"3101","3101. 서대문구청",4561,449,9.84%,678,14.87%,1192,26.13%
"2368","2368. 도곡동 경남아파트 건너편",4559,546,11.98%,1007,22.09%,1213,26.61%
"533","533. 금남시장 교차로",4547,968,21.29%,467,10.27%,1263,27.78%
"2429","2429.압구정로데오역 6번출구",4545,340,7.48%,1199,26.38%,1281,28.18%
"3673","3673. 강동리버스트6단지",4533,899,19.83%,639,14.10%,1130,24.93%
"4622","4622. 한강중학교 앞 버스정류장",4531,446,9.84%,878,19.38%,1369,30.21%
"2309","2309. 청담역(우리들병원 앞)",4529,1148,25.35%,807,17.82%,893,19.72%
"4247","4247. 서울서부지방법원등기국앞",4529,867,19.14%,592,13.07%,1068,23.58%
"2370","2370. 한티역 3번출구",4520,488,10.80%,828,18.32%,1172,25.93%
"858","858.녹사평역3번 출구",4509,260,5.77%,994,22.04%,1431,31.74%
"942","942. 상림마을 생태공원",4500,1179,26.20%,355,7.89%,1277,28.38%
"5766","5766. 북위례1",4499,796,17.69%,507,11.27%,1259,27.98%
"3630","3630. 개포우성6차아파트 정문 앞",4491,1369,30.48%,607,13.52%,1126,25.07%
"3612","3612. 은곡마을",4490,514,11.45%,702,15.63%,1459,32.49%
"2144","2144. 난우길입구",4473,517,11.56%,673,15.05%,1115,24.93%
"4428","4428.돈암동부센트레빌상가",4472,340,7.60%,641,14.33%,1381,30.88%
"422","422. 문화비축기지",4469,169,3.78%,577,12.91%,2023,45.27%
"2057","2057. 상도 아이파크 아파트",4466,940,21.05%,432,9.67%,1142,25.57%
"4632","4632. 용산 푸르지오 파크타운 1단지 앞",4446,745,16.76%,1035,23.28%,1129,25.39%
"388","388. 동성중학교 앞",4439,951,21.42%,584,13.16%,1016,22.89%
"480","480.약수역 6번 출구",4439,355,8.00%,679,15.30%,1157,26.06%
"3615","3615. 서울 논현동우체국 앞",4425,540,12.20%,1362,30.78%,824,18.62%
"3725","3725. 강북 청소년 문화정보도서관 앞",4425,620,14.01%,610,13.79%,1257,28.41%
"2167","2167. 낙성대역 1번출구",4423,277,6.26%,826,18.68%,1293,29.23%
"3807","3807. 관악우체국 교차로",4417,979,22.16%,449,10.17%,1234,27.94%
"397","397. 종묘공영주차장 건너편",4396,247,5.62%,805,18.31%,1238,28.16%
"867","867.서빙고역 광장(1번출구)",4374,756,17.28%,899,20.55%,1291,29.52%
"2321","2321. 학여울역 사거리",4373,688,15.73%,718,16.42%,1448,33.11%
"4607","4607. 국립중앙박물관 -용산가족공원 앞",4361,126,2.89%,812,18.62%,1959,44.92%
"953","953. 서울연신초등학교",4340,614,14.15%,591,13.62%,1213,27.95%
"4909","4909. 노보텔 앰배서더 앞",4337,416,9.59%,1049,24.19%,1111,25.62%
"3105","3105. 홍은센트레빌 아파트 앞",4326,755,17.45%,568,13.13%,1225,28.32%
"5336","5336. 월계 고등학교 앞",4324,451,10.43%,536,12.40%,635,14.69%
"469","469.회현역 1번출구",4322,633,14.65%,846,19.57%,795,18.39%
"3682","3682. 길동 동호빌딩",4321,869,20.11%,515,11.92%,1138,26.34%
"4625","4625. 용산공원갤러리앞",4321,580,13.42%,1226,28.37%,843,19.51%
"724","724. 계남공원 입구 주출입구 좌측",4302,854,19.85%,556,12.92%,1073,24.94%
"4892","4892. 성내유수지 체육공원",4298,706,16.43%,885,20.59%,1061,24.69%
"4493","4493. 마천사거리 2",4293,898,20.92%,797,18.57%,1124,26.18%
"515","515. 광양중학교 앞",4292,660,15.38%,563,13.12%,1323,30.82%
"823","823. 효창동주민센터 앞",4288,975,22.74%,546,12.73%,1201,28.01%
"3556","3556.신금호파크자이APT앞",4270,431,10.09%,678,15.88%,1351,31.64%
"2382","2382. 역삼동 sk뷰 501동앞",4250,352,8.28%,893,21.01%,1124,26.45%
"382","382. 약수역 10번출구 앞",4245,409,9.63%,632,14.89%,1028,24.22%
"2373","2373. 개포동역 사거리",4243,404,9.52%,643,15.15%,1244,29.32%
"679","679.전농SK아파트 앞",4240,793,18.70%,615,14.50%,1190,28.07%
"1200","1200. 개화광역환승센터",4238,340,8.02%,1213,28.62%,921,21.73%
"4344","4344. 양재대로(구룡지하차도 앞)",4234,1149,27.14%,521,12.31%,1051,24.82%
"2812","2812.항동프라자",4232,603,14.25%,763,18.03%,1057,24.98%
"4043","4043. 상계주공13단지 1301동",4223,1004,23.77%,386,9.14%,1052,24.91%
"1863","1863.위너스 스포츠클럽 골프연습장옆",4213,1443,34.25%,408,9.68%,734,17.42%
"606","606. 서울반도체고 앞",4208,337,8.01%,697,16.56%,1215,28.87%
"159","159. 이대역 4번 출구",4195,342,8.15%,958,22.84%,1186,28.27%
"1213","1213. 백토공원 앞",4192,1050,25.05%,572,13.65%,1028,24.52%
"3724","3724. 삼양동주민센터 앞",4192,269,6.42%,580,13.84%,1151,27.46%
"4340","4340. 방배래미안아트힐아파트 앞",4180,459,10.98%,1421,34.00%,868,20.77%
"2094","2094.숭실대학교(중문)",4178,376,9.00%,600,14.36%,1265,30.28%
"5602","5602.래미안신반포리오센트 후문",4175,513,12.29%,659,15.78%,1560,37.37%
"4266","4266.국민연금공단충정로사옥",4174,919,22.02%,815,19.53%,776,18.59%
"4149","4149.제기동역 5번출구",4170,762,18.27%,646,15.49%,1091,26.16%
"1137","1137. 등촌2동주민센터",4167,913,21.91%,486,11.66%,816,19.58%
"808","808. 서빙고동 금호맨션 앞",4161,327,7.86%,755,18.14%,1699,40.83%
"1181","1181. 농수산식품공사 (강서지사)",4160,210,5.05%,1462,35.14%,365,8.77%
"4162","4162. 노량진1동 청소년독서실",4152,1000,24.08%,549,13.22%,980,23.60%
"2256","2256.양재동 꽃시장 입구",4151,726,17.49%,1294,31.17%,760,18.31%
"2210","2210. 반포1동 주민센터 앞",4141,658,15.89%,706,17.05%,1162,28.06%
"1826","1826. 한신코아 앞",4140,1018,24.59%,650,15.70%,1004,24.25%
"479","479.동대입구역 3번 출구",4139,488,11.79%,786,18.99%,1320,31.89%
"4932","4932. 개포래미안포레스트 130동 맞은편",4139,874,21.12%,538,13.00%,1033,24.96%
"2329","2329. 르네상스호텔사거리 역삼지하보도 2번출구",4136,649,15.69%,729,17.63%,737,17.82%
"2304","2304. 대현그린타워",4125,526,12.75%,1346,32.63%,781,18.93%
"1865","1865.금천구청앞(M빌딩)",4109,827,20.13%,813,19.79%,742,18.06%
"3674","3674. 강동리버스트7단지",4087,950,23.24%,483,11.82%,939,22.98%
"3932","3932. 개봉센트레빌레우스아파트 앞",4081,1007,24.68%,531,13.01%,938,22.98%
"4829","4829. 신내동 한살림 중랑지구 건너편",4081,1256,30.78%,410,10.05%,894,21.91%
"2311","2311. 학동로 래미안 아파트 앞",4066,522,12.84%,1035,25.45%,922,22.68%
"2285","2285. LH서초3단지 301동 맞은편",4065,817,20.10%,531,13.06%,1193,29.35%
"2351","2351. 청소년수련관(수영장)앞",4065,480,11.81%,546,13.43%,1077,26.49%
"4752","4752. 삼성사이버빌리지아파트",4061,616,15.17%,810,19.95%,1044,25.71%
"3005","3005.마포구청 청사내",4044,538,13.30%,893,22.08%,525,12.98%
"1850","1850. 코오롱테크노밸리",4043,215,5.32%,1286,31.81%,653,16.15%
"5315","5315. 불암산역 앞",4040,667,16.51%,619,15.32%,1030,25.50%
"4913","4913. 레베쌍트 빌딩 앞",4039,252,6.24%,1104,27.33%,761,18.84%
"2270","2270. 서초포레스타 7단지",4029,1104,27.40%,562,13.95%,999,24.80%
"4776","4776. 신세계면세점",4025,259,6.43%,1070,26.58%,870,21.61%
"4609","4609. 파크타워 104동 앞",4018,392,9.76%,679,16.90%,1471,36.61%
"2347","2347. 두산건설 본사",4017,254,6.32%,1442,35.90%,640,15.93%
"5779","5779. 나래교",4000,1119,27.98%,545,13.63%,908,22.70%
"4610","4610. 한남나인원 105동 앞",3977,170,4.27%,919,23.11%,1096,27.56%
"1728","1728. 서울북부지방법원",3975,404,10.16%,1409,35.45%,635,15.97%
"1427","1427. 용마산역 1번출구",3965,303,7.64%,1082,27.29%,1033,26.05%
"3134","3134.SK리쳄블(서울아리수본부)",3957,1189,30.05%,591,14.94%,899,22.72%
"3616","3616. 역삼중학교 앞(체육관 방향)",3954,568,14.37%,692,17.50%,974,24.63%
"2281","2281. 서울교통공사 사당별관 건너편",3950,933,23.62%,580,14.68%,832,21.06%
"3654","3654. 강동리버스트4단지아파트 405동 앞",3946,560,14.19%,419,10.62%,1206,30.56%
"5773","5773. 송파시그니처롯데캐슬",3937,1100,27.94%,478,12.14%,1081,27.46%
"1864","1864.산호시티빌 옆",3931,911,23.17%,565,14.37%,945,24.04%
"3426","3426.독립문역 2번출구 뒤",3927,1562,39.78%,420,10.70%,807,20.55%
"1263","1263. 장지공영차고지",3917,684,17.46%,484,12.36%,712,18.18%
"4098","4098.창동역 1번출구 인근",3899,303,7.77%,807,20.70%,1086,27.85%
"4676","4676. 갈현1동 주민센터",3897,562,14.42%,518,13.29%,869,22.30%
"1546","1546. 송천동우체국",3896,273,7.01%,700,17.97%,894,22.95%
"4830","4830. 신내 우디안 111동 앞",3892,1145,29.42%,369,9.48%,940,24.15%
"1366","1366. 일신초등학교 옆",3881,640,16.49%,474,12.21%,1201,30.95%
"1646","1646. 삼육대 입구",3880,561,14.46%,450,11.60%,936,24.12%
"1347","1347. 길음래미안아파트817동 상가 앞",3853,600,15.57%,337,8.75%,1059,27.49%
"4937","4937.개포래미안포레스트 126동 앞",3847,976,25.37%,444,11.54%,991,25.76%
"1542","1542. 삼양사거리역",3846,368,9.57%,443,11.52%,994,25.85%
"173","173. 서대문역 8번출구 앞",3840,676,17.60%,1062,27.66%,556,14.48%
"1386","1386.동선고가차도 초입",3839,560,14.59%,454,11.83%,1099,28.63%
"295","295.영등포공원 분수대 앞",3833,1246,32.51%,479,12.50%,929,24.24%
"2092","2092.흑석한강푸르지오(110동)",3833,891,23.25%,389,10.15%,906,23.64%
"6187","6187.마곡119안전센터 맞은편",3832,1207,31.50%,507,13.23%,598,15.61%
"1943","1943. 온수역 북측",3826,222,5.80%,789,20.62%,978,25.56%
"2609","2609. 보성중고등학교 후문 앞",3825,849,22.20%,480,12.55%,406,10.61%
"1679","1679. 삼육대 도서관",3821,137,3.59%,635,16.62%,856,22.40%
"3114","3114.충정로역 3번 출구",3815,640,16.78%,616,16.15%,942,24.69%
"2305","2305. MCM 본사 직영점 앞",3798,85,2.24%,1908,50.24%,484,12.74%
"2363","2363. 강남 을지병원 교차로",3798,175,4.61%,989,26.04%,884,23.28%
"1188","1188. 롯데중앙연구소",3789,307,8.10%,1736,45.82%,495,13.06%
"1038","1038. 강일 다솜 어린이 공원",3788,702,18.53%,502,13.25%,911,24.05%
"1525","1525. 미아동 복합청사",3779,670,17.73%,717,18.97%,791,20.93%
"1819","1819. 금천구청 앞 자전거거치대",3773,339,8.98%,775,20.54%,742,19.67%
"4908","4908. SB타워 앞",3761,117,3.11%,1294,34.41%,745,19.81%
"2065","2065. 서울시여성가족재단",3748,670,17.88%,471,12.57%,855,22.81%
"857","857. 현대 안성타워",3740,97,2.59%,1061,28.37%,1027,27.46%
"3813","3813. 낙성대역 5번출구",3734,312,8.36%,653,17.49%,1108,29.67%
"5100","5100. 강서도로사업소",3733,322,8.63%,1505,40.32%,420,11.25%
"2406","2406. 논현동 광명빌딩 앞",3732,127,3.40%,1069,28.64%,807,21.62%
"4277","4277. 서대문우체국 정류소 옆",3722,523,14.05%,594,15.96%,1000,26.87%
"435","435. SK 남산빌딩",3705,559,15.09%,749,20.22%,727,19.62%
"4903","4903. 신사스퀘어",3704,140,3.78%,1019,27.51%,945,25.51%
"442","442.서울역 서부",3698,953,25.77%,590,15.95%,908,24.55%
"1058","1058. 고덕숲 아이파크 1",3696,763,20.64%,450,12.18%,1003,27.14%
"4882","4882. 위례포레샤인18단지 1802동",3694,681,18.44%,489,13.24%,883,23.90%
"1761","1761.방학중학교 앞",3693,775,20.99%,508,13.76%,888,24.05%
"4248","4248. 신촌 교보빌딩",3693,267,7.23%,647,17.52%,1127,30.52%
"2398","2398. 더라움",3689,437,11.85%,841,22.80%,790,21.42%
"2371","2371. 한국우편사업진흥원",3688,353,9.57%,916,24.84%,814,22.07%
"3688","3688. 상일동산(동아아파트앞 교차로)",3686,694,18.83%,650,17.63%,847,22.98%
"3973","3973. 독산2동주민센터 앞",3683,1016,27.59%,345,9.37%,858,23.30%
"4668","4668. 기자촌사거리 B",3682,423,11.49%,699,18.98%,1032,28.03%
"1703","1703. 도봉산광역환승센터앞",3676,162,4.41%,1012,27.53%,993,27.01%
"2203","2203. 청계산입구역 2번출구",3674,182,4.95%,855,23.27%,977,26.59%
"4490","4490. 송파파인타운 10단지 1005동",3667,763,20.81%,394,10.74%,994,27.11%
"1558","1558.강북문화정보도서관",3653,448,12.26%,629,17.22%,1168,31.97%
"1466","1466.두산대림아파트 삼거리",3633,311,8.56%,599,16.49%,1060,29.18%
"524","524. 래미안금호하이리버 아파트 102동 옆",3631,715,19.69%,459,12.64%,947,26.08%
"4827","4827. 신내SK V1센터 앞",3614,276,7.64%,1906,52.74%,386,10.68%
"3661","3661. 명일동신동아아파트 앞",3607,591,16.38%,529,14.67%,819,22.71%
"2310","2310. 청담동 맥도날드 옆(위치)",3605,210,5.83%,951,26.38%,835,23.16%
"4153","4153. 흑석동효사정앞",3605,533,14.79%,550,15.26%,1054,29.24%
"4132","4132. 이문삼익아파트 앞",3603,882,24.48%,320,8.88%,958,26.59%
"4103","4103. 휘경sk뷰아파트 앞",3601,448,12.44%,631,17.52%,1068,29.66%
"470","470.회현역 7번출구",3598,532,14.79%,923,25.65%,777,21.60%
"4351","4351.서울AI허브 앞",3597,155,4.31%,1159,32.22%,632,17.57%
"4768","4768. 서울도시건축전시관",3593,1055,29.36%,741,20.62%,532,14.81%
"3910","3910. 목양전원교회 앞 로터리",3559,517,14.53%,437,12.28%,1012,28.43%
"978","978.녹번 힐스테이트상가앞",3541,362,10.22%,747,21.10%,944,26.66%
"1951","1951. 천왕이펜하우스 4단지 후문",3541,863,24.37%,461,13.02%,952,26.89%
"5785","5785.한림연예예술고등학교",3541,704,19.88%,422,11.92%,789,22.28%
"1823","1823. W컨템포오피스텔앞",3517,745,21.18%,525,14.93%,676,19.22%
"139","139. 연세대 정문 건너편",3508,473,13.48%,710,20.24%,669,19.07%
"4667","4667. 폭포동입구 교차로",3504,449,12.81%,541,15.44%,890,25.40%
"608","608. 전농삼성아파트",3499,833,23.81%,418,11.95%,812,23.21%
"1756","1756.서울북부광역등기국",3499,333,9.52%,602,17.20%,860,24.58%
"3109","3109.북한산더샾 106동 앞",3493,360,10.31%,464,13.28%,945,27.05%
"616","616. 서울시립대 정문 앞 A",3468,279,8.04%,478,13.78%,766,22.09%
"3923","3923. 구로공구상가 앞",3463,239,6.90%,848,24.49%,596,17.21%
"1007","1007.암사동 선사유적지",3458,180,5.21%,388,11.22%,1406,40.66%
"5504","5504.아현교회",3453,426,12.34%,896,25.95%,731,21.17%
"2235","2235.KT 서초지사 앞",3442,322,9.36%,951,27.63%,669,19.44%
"3974","3974.  안천중학교",3433,1078,31.40%,303,8.83%,640,18.64%
"5507","5507. 아현래미안푸르지오아파트 104동 앞",3433,1012,29.48%,271,7.89%,925,26.94%
"4781","4781. 브라운스위트레지던스",3430,978,28.51%,761,22.19%,660,19.24%
"2226","2226. 신동아럭스빌아파트 앞",3429,265,7.73%,1305,38.06%,692,20.18%
"4240","4240. 아현문화건강센터",3428,825,24.07%,473,13.80%,792,23.10%
"2088","2088.상도중앙하이츠빌 입구",3427,857,25.01%,365,10.65%,858,25.04%
"3530","3530. 왕십리자이아파트 후문(삼거리)",3427,790,23.05%,298,8.70%,883,25.77%
"352","352. 중앙고입구 삼거리",3419,557,16.29%,658,19.25%,900,26.32%
"4956","4956. 암사역사공원역 1번출구",3419,626,18.31%,579,16.93%,1020,29.83%
"6062","6062.서울역파출소",3419,1121,32.79%,536,15.68%,831,24.31%
"1979","1979. 구로1동우체국 앞",3414,897,26.27%,302,8.85%,825,24.17%
"4925","4925. 청담백영빌딩 앞",3414,198,5.80%,925,27.09%,726,21.27%
"4177","4177. 롯데캐슬 101동 앞",3413,793,23.23%,299,8.76%,939,27.51%
"2143","2143. 서울산업정보학교",3412,432,12.66%,635,18.61%,985,28.87%
"2649","2649.오금공원사거리2",3402,435,12.79%,559,16.43%,992,29.16%
"3703","3703. 삼양입구사거리",3400,594,17.47%,405,11.91%,910,26.76%
"3622","3622. 은마아파트입구 사거리(1)",3394,201,5.92%,609,17.94%,989,29.14%
"4454","4454. 위례 포레샤인 1809동 부근",3332,586,17.59%,367,11.01%,931,27.94%
"1365","1365. 선잠단지 앞",3329,592,17.78%,302,9.07%,959,28.81%
"410","410. 상암중학교 옆",3321,297,8.94%,615,18.52%,898,27.04%
"2659","2659.서울친환경유통센터",3304,1046,31.66%,302,9.14%,572,17.31%
"2817","2817.천왕이펜하우스5단지 앞",3292,389,11.82%,556,16.89%,738,22.42%
"830","830. 강변삼성스위트아파트 앞",3277,853,26.03%,584,17.82%,773,23.59%
"928","928. 은평역사한옥박물관",3275,399,12.18%,588,17.95%,1198,36.58%
